sku_id,product_name,category,warehouse_id,quantity_on_hand,total_value,last_sale_date,days_since_last_sale,units_sold_last_90days,days_of_inventory,inventory_status
SKU0143,Wearables_0143,Wearables,WH05,4715,326749.5,2025-12-31,39.57349178241566,1873,227.0,Excess (>180 days)
SKU0141,Peripherals_0141,Peripherals,WH13,4809,290319.33,2025-12-31,39.57349178241566,1915,226.0,Excess (>180 days)
SKU0043,Tablets_0043,Tablets,WH04,3376,2131944.0,2025-12-31,39.57349178241566,1353,225.0,Excess (>180 days)
SKU0056,Peripherals_0056,Peripherals,WH10,4653,318637.44,2025-12-31,39.57349178241566,1860,225.0,Excess (>180 days)
SKU0181,Laptops_0181,Laptops,WH04,4852,3300767.08,2025-12-31,39.57349178241566,1949,224.0,Excess (>180 days)
SKU0194,Laptops_0194,Laptops,WH07,4982,1286103.3,2025-12-31,39.57349178241566,2002,224.0,Excess (>180 days)
SKU0178,Wearables_0178,Wearables,WH11,4670,143602.5,2025-12-31,39.57349178241566,1890,222.0,Excess (>180 days)
SKU0141,Peripherals_0141,Peripherals,WH10,4709,284282.33,2025-12-31,39.57349178241566,1915,221.0,Excess (>180 days)
SKU0143,Wearables_0143,Wearables,WH02,4605,319126.5,2025-12-31,39.57349178241566,1873,221.0,Excess (>180 days)
SKU0189,Tablets_0189,Tablets,WH08,2950,1335052.0,2025-12-31,39.57349178241566,1203,221.0,Excess (>180 days)
SKU0190,Wearables_0190,Wearables,WH07,3967,40066.7,2025-12-31,39.57349178241566,1626,220.0,Excess (>180 days)
SKU0190,Wearables_0190,Wearables,WH05,3970,40097.0,2025-12-31,39.57349178241566,1626,220.0,Excess (>180 days)
SKU0170,Components_0170,Components,WH13,3918,136228.86,2025-12-31,39.57349178241566,1607,219.0,Excess (>180 days)
SKU0163,Wearables_0163,Wearables,WH13,4754,270597.68,2025-12-31,39.57349178241566,1981,216.0,Excess (>180 days)
SKU0105,Wearables_0105,Wearables,WH03,4132,74499.96,2025-12-31,39.57349178241566,1718,216.0,Excess (>180 days)
SKU0194,Laptops_0194,Laptops,WH08,4785,1235247.75,2025-12-31,39.57349178241566,2002,215.0,Excess (>180 days)
SKU0119,Components_0119,Components,WH15,4467,62850.69,2025-12-31,39.57349178241566,1891,213.0,Excess (>180 days)
SKU0087,Components_0087,Components,WH12,4857,242121.45,2025-12-31,39.57349178241566,2057,213.0,Excess (>180 days)
SKU0141,Peripherals_0141,Peripherals,WH11,4501,271725.37,2025-12-31,39.57349178241566,1915,212.0,Excess (>180 days)
SKU0176,Tablets_0176,Tablets,WH08,2482,1659688.58,2025-12-31,39.57349178241566,1059,211.0,Excess (>180 days)
SKU0105,Wearables_0105,Wearables,WH09,3990,71939.7,2025-12-31,39.57349178241566,1718,209.0,Excess (>180 days)
SKU0016,Wearables_0016,Wearables,WH15,4963,394012.57,2025-12-31,39.57349178241566,2149,208.0,Excess (>180 days)
SKU0011,Smartphones_0011,Smartphones,WH03,4972,1653736.92,2025-12-31,39.57349178241566,2149,208.0,Excess (>180 days)
SKU0027,Peripherals_0027,Peripherals,WH15,4291,196913.99,2025-12-31,39.57349178241566,1857,208.0,Excess (>180 days)
SKU0178,Wearables_0178,Wearables,WH01,4341,133485.75,2025-12-31,39.57349178241566,1890,207.0,Excess (>180 days)
SKU0024,Smartphones_0024,Smartphones,WH10,4945,1217755.7,2025-12-31,39.57349178241566,2145,207.0,Excess (>180 days)
SKU0194,Laptops_0194,Laptops,WH14,4590,1184908.5,2025-12-31,39.57349178241566,2002,206.0,Excess (>180 days)
SKU0194,Laptops_0194,Laptops,WH05,4554,1175615.1,2025-12-31,39.57349178241566,2002,205.0,Excess (>180 days)
SKU0040,Components_0040,Components,WH13,4661,113122.47,2025-12-31,39.57349178241566,2055,204.0,Excess (>180 days)
SKU0176,Tablets_0176,Tablets,WH09,2401,1605524.69,2025-12-31,39.57349178241566,1059,204.0,Excess (>180 days)
SKU0200,Components_0200,Components,WH06,4035,136100.55,2025-12-31,39.57349178241566,1790,203.0,Excess (>180 days)
SKU0164,Wearables_0164,Wearables,WH04,2587,194464.79,2025-12-31,39.57349178241566,1148,203.0,Excess (>180 days)
SKU0024,Smartphones_0024,Smartphones,WH05,4837,1191159.62,2025-12-31,39.57349178241566,2145,203.0,Excess (>180 days)
SKU0119,Components_0119,Components,WH03,4248,59769.36,2025-12-31,39.57349178241566,1891,202.0,Excess (>180 days)
SKU0105,Wearables_0105,Wearables,WH06,3857,69541.71,2025-12-31,39.57349178241566,1718,202.0,Excess (>180 days)
SKU0102,Tablets_0102,Tablets,WH08,1981,1275704.57,2025-12-31,39.57349178241566,889,201.0,Excess (>180 days)
SKU0107,Smartphones_0107,Smartphones,WH02,4717,2438217.3,2025-12-31,39.57349178241566,2126,200.0,Excess (>180 days)
SKU0143,Wearables_0143,Wearables,WH03,4127,286001.1,2025-12-31,39.57349178241566,1873,198.0,Excess (>180 days)
SKU0056,Peripherals_0056,Peripherals,WH03,4076,279124.48,2025-12-31,39.57349178241566,1860,197.0,Excess (>180 days)
SKU0006,Tablets_0006,Tablets,WH02,4718,3617668.04,2025-12-31,39.57349178241566,2157,197.0,Excess (>180 days)
SKU0196,Components_0196,Components,WH15,3854,85790.04,2025-12-31,39.57349178241566,1774,196.0,Excess (>180 days)
SKU0037,Peripherals_0037,Peripherals,WH12,4374,275955.66,2025-12-31,39.57349178241566,2006,196.0,Excess (>180 days)
SKU0087,Components_0087,Components,WH11,4488,223726.8,2025-12-31,39.57349178241566,2057,196.0,Excess (>180 days)
SKU0051,Components_0051,Components,WH11,1896,16381.44,2025-12-31,39.57349178241566,874,195.0,Excess (>180 days)
SKU0171,Wearables_0171,Wearables,WH06,3449,177864.93,2025-12-31,39.57349178241566,1590,195.0,Excess (>180 days)
SKU0106,Laptops_0106,Laptops,WH11,4969,2840926.37,2025-12-31,39.57349178241566,2304,194.0,Excess (>180 days)
SKU0168,Tablets_0168,Tablets,WH07,3028,1722810.88,2025-12-31,39.57349178241566,1407,194.0,Excess (>180 days)
SKU0006,Tablets_0006,Tablets,WH03,4659,3572428.02,2025-12-31,39.57349178241566,2157,194.0,Excess (>180 days)
SKU0200,Components_0200,Components,WH15,3832,129253.36,2025-12-31,39.57349178241566,1790,193.0,Excess (>180 days)
SKU0190,Wearables_0190,Wearables,WH02,3488,35228.8,2025-12-31,39.57349178241566,1626,193.0,Excess (>180 days)
SKU0037,Peripherals_0037,Peripherals,WH11,4287,270466.83,2025-12-31,39.57349178241566,2006,192.0,Excess (>180 days)
SKU0140,Laptops_0140,Laptops,WH15,4976,958924.96,2025-12-31,39.57349178241566,2338,192.0,Excess (>180 days)
SKU0190,Wearables_0190,Wearables,WH04,3449,34834.9,2025-12-31,39.57349178241566,1626,191.0,Excess (>180 days)
SKU0016,Wearables_0016,Wearables,WH09,4565,362415.35,2025-12-31,39.57349178241566,2149,191.0,Excess (>180 days)
SKU0016,Wearables_0016,Wearables,WH06,4570,362812.3,2025-12-31,39.57349178241566,2149,191.0,Excess (>180 days)
SKU0021,Laptops_0021,Laptops,WH13,4715,2016228.3,2025-12-31,39.57349178241566,2225,191.0,Excess (>180 days)
SKU0050,Peripherals_0050,Peripherals,WH06,4059,55608.3,2025-12-31,39.57349178241566,1914,191.0,Excess (>180 days)
SKU0050,Peripherals_0050,Peripherals,WH02,4057,55580.9,2025-12-31,39.57349178241566,1914,191.0,Excess (>180 days)
SKU0043,Tablets_0043,Tablets,WH03,2847,1797880.5,2025-12-31,39.57349178241566,1353,189.0,Excess (>180 days)
SKU0107,Smartphones_0107,Smartphones,WH12,4460,2305374.0,2025-12-31,39.57349178241566,2126,189.0,Excess (>180 days)
SKU0056,Peripherals_0056,Peripherals,WH11,3889,266318.72,2025-12-31,39.57349178241566,1860,188.0,Excess (>180 days)
SKU0168,Tablets_0168,Tablets,WH15,2932,1668190.72,2025-12-31,39.57349178241566,1407,188.0,Excess (>180 days)
SKU0027,Peripherals_0027,Peripherals,WH05,3882,178144.98,2025-12-31,39.57349178241566,1857,188.0,Excess (>180 days)
SKU0107,Smartphones_0107,Smartphones,WH15,4419,2284181.1,2025-12-31,39.57349178241566,2126,187.0,Excess (>180 days)
SKU0050,Peripherals_0050,Peripherals,WH03,3959,54238.3,2025-12-31,39.57349178241566,1914,186.0,Excess (>180 days)
SKU0090,Tablets_0090,Tablets,WH11,3444,2424300.48,2025-12-31,39.57349178241566,1675,185.0,Excess (>180 days)
SKU0021,Laptops_0021,Laptops,WH15,4574,1955933.88,2025-12-31,39.57349178241566,2225,185.0,Excess (>180 days)
SKU0091,Wearables_0091,Wearables,WH14,2977,37480.43,2025-12-31,39.57349178241566,1449,185.0,Excess (>180 days)
SKU0006,Tablets_0006,Tablets,WH07,4443,3406803.54,2025-12-31,39.57349178241566,2157,185.0,Excess (>180 days)
SKU0051,Components_0051,Components,WH06,1789,15456.96,2025-12-31,39.57349178241566,874,184.0,Excess (>180 days)
SKU0154,Wearables_0154,Wearables,WH08,1866,36554.94,2025-12-31,39.57349178241566,913,184.0,Excess (>180 days)
SKU0162,Tablets_0162,Tablets,WH09,4668,1013002.68,2025-12-31,39.57349178241566,2286,184.0,Excess (>180 days)
SKU0171,Wearables_0171,Wearables,WH09,3230,166571.1,2025-12-31,39.57349178241566,1590,183.0,Excess (>180 days)
SKU0168,Tablets_0168,Tablets,WH06,2856,1624949.76,2025-12-31,39.57349178241566,1407,183.0,Excess (>180 days)
SKU0027,Peripherals_0027,Peripherals,WH07,3784,173647.76,2025-12-31,39.57349178241566,1857,183.0,Excess (>180 days)
SKU0170,Components_0170,Components,WH08,3257,113245.89,2025-12-31,39.57349178241566,1607,182.0,Excess (>180 days)
SKU0190,Wearables_0190,Wearables,WH03,3278,33107.8,2025-12-31,39.57349178241566,1626,181.0,Excess (>180 days)
SKU0090,Tablets_0090,Tablets,WH12,3365,2368690.8,2025-12-31,39.57349178241566,1675,181.0,Excess (>180 days)
SKU0050,Peripherals_0050,Peripherals,WH11,3850,52745.0,2025-12-31,39.57349178241566,1914,181.0,Excess (>180 days)
SKU0106,Laptops_0106,Laptops,WH10,4557,2605373.61,2025-12-31,39.57349178241566,2304,178.0,Slow Moving (90-180 days)
SKU0181,Laptops_0181,Laptops,WH02,3859,2625239.11,2025-12-31,39.57349178241566,1949,178.0,Slow Moving (90-180 days)
SKU0170,Components_0170,Components,WH07,3166,110081.82,2025-12-31,39.57349178241566,1607,177.0,Slow Moving (90-180 days)
SKU0194,Laptops_0194,Laptops,WH09,3940,1017111.0,2025-12-31,39.57349178241566,2002,177.0,Slow Moving (90-180 days)
SKU0162,Tablets_0162,Tablets,WH07,4495,975459.95,2025-12-31,39.57349178241566,2286,177.0,Slow Moving (90-180 days)
SKU0158,Laptops_0158,Laptops,WH06,3771,2892545.55,2025-12-31,39.57349178241566,1940,175.0,Slow Moving (90-180 days)
SKU0164,Wearables_0164,Wearables,WH12,2237,168155.29,2025-12-31,39.57349178241566,1148,175.0,Slow Moving (90-180 days)
SKU0189,Tablets_0189,Tablets,WH12,2343,1060348.08,2025-12-31,39.57349178241566,1203,175.0,Slow Moving (90-180 days)
SKU0024,Smartphones_0024,Smartphones,WH08,4141,1019762.66,2025-12-31,39.57349178241566,2145,174.0,Slow Moving (90-180 days)
SKU0158,Laptops_0158,Laptops,WH12,3727,2858795.35,2025-12-31,39.57349178241566,1940,173.0,Slow Moving (90-180 days)
SKU0143,Wearables_0143,Wearables,WH12,3603,249687.9,2025-12-31,39.57349178241566,1873,173.0,Slow Moving (90-180 days)
SKU0200,Components_0200,Components,WH13,3416,115221.68,2025-12-31,39.57349178241566,1790,172.0,Slow Moving (90-180 days)
SKU0165,Tablets_0165,Tablets,WH03,4956,909624.24,2025-12-31,39.57349178241566,2591,172.0,Slow Moving (90-180 days)
SKU0016,Wearables_0016,Wearables,WH04,4108,326134.12,2025-12-31,39.57349178241566,2149,172.0,Slow Moving (90-180 days)
SKU0168,Tablets_0168,Tablets,WH11,2687,1528795.52,2025-12-31,39.57349178241566,1407,172.0,Slow Moving (90-180 days)
SKU0040,Components_0040,Components,WH10,3899,94628.73,2025-12-31,39.57349178241566,2055,171.0,Slow Moving (90-180 days)
SKU0196,Components_0196,Components,WH01,3373,75082.98,2025-12-31,39.57349178241566,1774,171.0,Slow Moving (90-180 days)
SKU0141,Peripherals_0141,Peripherals,WH09,3633,219324.21,2025-12-31,39.57349178241566,1915,171.0,Slow Moving (90-180 days)
SKU0011,Smartphones_0011,Smartphones,WH14,4086,1359044.46,2025-12-31,39.57349178241566,2149,171.0,Slow Moving (90-180 days)
SKU0105,Wearables_0105,Wearables,WH10,3252,58633.56,2025-12-31,39.57349178241566,1718,170.0,Slow Moving (90-180 days)
SKU0189,Tablets_0189,Tablets,WH11,2274,1029121.44,2025-12-31,39.57349178241566,1203,170.0,Slow Moving (90-180 days)
SKU0106,Laptops_0106,Laptops,WH01,4332,2476734.36,2025-12-31,39.57349178241566,2304,169.0,Slow Moving (90-180 days)
SKU0090,Tablets_0090,Tablets,WH09,3147,2215236.24,2025-12-31,39.57349178241566,1675,169.0,Slow Moving (90-180 days)
SKU0011,Smartphones_0011,Smartphones,WH11,4046,1345740.06,2025-12-31,39.57349178241566,2149,169.0,Slow Moving (90-180 days)
SKU0087,Components_0087,Components,WH14,3874,193118.9,2025-12-31,39.57349178241566,2057,169.0,Slow Moving (90-180 days)
SKU0018,Wearables_0018,Wearables,WH13,3922,184059.46,2025-12-31,39.57349178241566,2100,168.0,Slow Moving (90-180 days)
SKU0107,Smartphones_0107,Smartphones,WH04,3957,2045373.3,2025-12-31,39.57349178241566,2126,168.0,Slow Moving (90-180 days)
SKU0006,Tablets_0006,Tablets,WH15,4009,3074021.02,2025-12-31,39.57349178241566,2157,167.0,Slow Moving (90-180 days)
SKU0080,Peripherals_0080,Peripherals,WH13,4577,233472.77,2025-12-31,39.57349178241566,2483,166.0,Slow Moving (90-180 days)
SKU0196,Components_0196,Components,WH08,3279,72990.54,2025-12-31,39.57349178241566,1774,166.0,Slow Moving (90-180 days)
SKU0153,Components_0153,Components,WH11,3011,125498.48,2025-12-31,39.57349178241566,1628,166.0,Slow Moving (90-180 days)
SKU0143,Wearables_0143,Wearables,WH10,3460,239778.0,2025-12-31,39.57349178241566,1873,166.0,Slow Moving (90-180 days)
SKU0158,Laptops_0158,Laptops,WH02,3560,2730698.0,2025-12-31,39.57349178241566,1940,165.0,Slow Moving (90-180 days)
SKU0147,Components_0147,Components,WH04,4252,188958.88,2025-12-31,39.57349178241566,2318,165.0,Slow Moving (90-180 days)
SKU0137,Tablets_0137,Tablets,WH11,4507,714404.57,2025-12-31,39.57349178241566,2451,165.0,Slow Moving (90-180 days)
SKU0200,Components_0200,Components,WH02,3254,109757.42,2025-12-31,39.57349178241566,1790,164.0,Slow Moving (90-180 days)
SKU0087,Components_0087,Components,WH06,3740,186439.0,2025-12-31,39.57349178241566,2057,164.0,Slow Moving (90-180 days)
SKU0137,Tablets_0137,Tablets,WH14,4467,708064.17,2025-12-31,39.57349178241566,2451,164.0,Slow Moving (90-180 days)
SKU0080,Peripherals_0080,Peripherals,WH09,4491,229085.91,2025-12-31,39.57349178241566,2483,163.0,Slow Moving (90-180 days)
SKU0090,Tablets_0090,Tablets,WH03,3027,2130765.84,2025-12-31,39.57349178241566,1675,163.0,Slow Moving (90-180 days)
SKU0166,Components_0166,Components,WH15,4597,120855.13,2025-12-31,39.57349178241566,2544,163.0,Slow Moving (90-180 days)
SKU0164,Wearables_0164,Wearables,WH03,2077,156128.09,2025-12-31,39.57349178241566,1148,163.0,Slow Moving (90-180 days)
SKU0080,Peripherals_0080,Peripherals,WH03,4463,227657.63,2025-12-31,39.57349178241566,2483,162.0,Slow Moving (90-180 days)
SKU0189,Tablets_0189,Tablets,WH02,2163,978887.28,2025-12-31,39.57349178241566,1203,162.0,Slow Moving (90-180 days)
SKU0042,Peripherals_0042,Peripherals,WH09,4187,78506.25,2025-12-31,39.57349178241566,2335,161.0,Slow Moving (90-180 days)
SKU0171,Wearables_0171,Wearables,WH10,2837,146304.09,2025-12-31,39.57349178241566,1590,161.0,Slow Moving (90-180 days)
SKU0153,Components_0153,Components,WH04,2905,121080.4,2025-12-31,39.57349178241566,1628,161.0,Slow Moving (90-180 days)
SKU0163,Wearables_0163,Wearables,WH05,3526,200699.92,2025-12-31,39.57349178241566,1981,160.0,Slow Moving (90-180 days)
SKU0087,Components_0087,Components,WH13,3661,182500.85,2025-12-31,39.57349178241566,2057,160.0,Slow Moving (90-180 days)
SKU0036,Wearables_0036,Wearables,WH02,4813,360397.44,2025-12-31,39.57349178241566,2730,159.0,Slow Moving (90-180 days)
SKU0056,Peripherals_0056,Peripherals,WH08,3290,225299.2,2025-12-31,39.57349178241566,1860,159.0,Slow Moving (90-180 days)
SKU0198,Wearables_0198,Wearables,WH02,4286,246144.98,2025-12-31,39.57349178241566,2434,158.0,Slow Moving (90-180 days)
SKU0060,Laptops_0060,Laptops,WH14,4810,1333620.6,2025-12-31,39.57349178241566,2736,158.0,Slow Moving (90-180 days)
SKU0176,Tablets_0176,Tablets,WH05,1860,1243763.4,2025-12-31,39.57349178241566,1059,158.0,Slow Moving (90-180 days)
SKU0056,Peripherals_0056,Peripherals,WH02,3262,223381.76,2025-12-31,39.57349178241566,1860,158.0,Slow Moving (90-180 days)
SKU0036,Wearables_0036,Wearables,WH15,4762,356578.56,2025-12-31,39.57349178241566,2730,157.0,Slow Moving (90-180 days)
SKU0080,Peripherals_0080,Peripherals,WH01,4340,221383.4,2025-12-31,39.57349178241566,2483,157.0,Slow Moving (90-180 days)
SKU0042,Peripherals_0042,Peripherals,WH12,4033,75618.75,2025-12-31,39.57349178241566,2335,155.0,Slow Moving (90-180 days)
SKU0021,Laptops_0021,Laptops,WH14,3842,1642916.04,2025-12-31,39.57349178241566,2225,155.0,Slow Moving (90-180 days)
SKU0194,Laptops_0194,Laptops,WH10,3456,892166.4,2025-12-31,39.57349178241566,2002,155.0,Slow Moving (90-180 days)
SKU0056,Peripherals_0056,Peripherals,WH14,3203,219341.44,2025-12-31,39.57349178241566,1860,155.0,Slow Moving (90-180 days)
SKU0119,Components_0119,Components,WH02,3236,45530.52,2025-12-31,39.57349178241566,1891,154.0,Slow Moving (90-180 days)
SKU0178,Wearables_0178,Wearables,WH14,3239,99599.25,2025-12-31,39.57349178241566,1890,154.0,Slow Moving (90-180 days)
SKU0178,Wearables_0178,Wearables,WH09,3225,99168.75,2025-12-31,39.57349178241566,1890,154.0,Slow Moving (90-180 days)
SKU0147,Components_0147,Components,WH14,3936,174915.84,2025-12-31,39.57349178241566,2318,153.0,Slow Moving (90-180 days)
SKU0181,Laptops_0181,Laptops,WH10,3312,2253120.48,2025-12-31,39.57349178241566,1949,153.0,Slow Moving (90-180 days)
SKU0200,Components_0200,Components,WH12,3028,102134.44,2025-12-31,39.57349178241566,1790,152.0,Slow Moving (90-180 days)
SKU0025,Components_0025,Components,WH13,4818,98913.54,2025-12-31,39.57349178241566,2862,152.0,Slow Moving (90-180 days)
